price,name,registered_state,registered_city,condition,year_of_manufacture,color,mileage
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
4395562,Ford Edge  Black,Lagos State,Amuwo-Odofin,Local Used,2007, Black,301723
65520000,Toyota Highlander  Silver,Lagos State,Magodo,Foreign Used,2020, Silver,92036
5250000,Land Rover Lr SE 2005 Black,Rivers State,Port-Harcourt,Local Used,3, Black,200333
26250000,Mercedes-Benz G-Class  Black,Abuja (FCT),Central Business District,Local Used,2002, Black,999999
4672500,Toyota Avalon  Gold,Lagos State,Amuwo-Odofin,Local Used,2006, Gold,184052
12600000,Honda Odyssey  Black,Lagos State,Lekki,Local Used,2013, Black,51436
3675000,Infiniti QX 2002 Black,Abuja (FCT),Gwagwalada,Local Used,4, Black,209090
6300000,Toyota Corolla  Gray,Lagos State,Kosofe,Local Used,2009, Gray,141071
4882500,Toyota Camry  Red,Lagos State,Lekki,Local Used,2007, Red,83772
8400000,Nissan Altima  Blue,Rivers State,Port-Harcourt,Local Used,2011, Blue,141377
6090000,Nissan Frontier  Blue,Oyo State,Ibadan,Local Used,2006, Blue,70617
14976000,Toyota Camry  Gray,Lagos State,Amuwo-Odofin,Foreign Used,2012, Gray,307913
29400000,Toyota Corolla XSE  Silver,Lagos State,Ikeja,Foreign Used,2020, Silver,195024
3150000,Nissan Pathfinder  Brown,Lagos State,Ogba,Local Used,2005, Brown,98519
5775000,Toyota Sienna  Silver,Lagos State,Kosofe,Local Used,2004, Silver,238391
